Student_ID,Gender,Faculty,Semester/Year,Attendance (%),Assignment Completion (%),Internal Marks (out of 50),Previous Term Marks (%),Project/Practical Score (%),Study Hours per Week,Parental Education,Parental Support,Internet Access,Extra-curricular,Engagement_Score,Improvement,Final Grade,Final_Grade_Encoded
S284,Male,Humanities,8,88,51,37,84,53,29,Low,No,Yes,High,69.5,16.0,A,4
S285,Female,Engineering,7,79,46,14,87,70,16,Medium,Yes,Yes,High,62.5,-7.75,C,2
S286,Male,Management,5,38,51,34,49,88,18,Medium,Yes,No,Medium,44.5,21.75,C,2
S287,Male,Engineering,4,55,80,22,50,29,39,Low,No,Yes,Low,67.5,9.5,D,1
S288,Male,Science,5,32,44,32,66,31,24,Low,Yes,No,Medium,38.0,15.5,D,1
S289,Male,Engineering,5,76,83,1,35,60,34,Low,No,No,Medium,79.5,-7.75,F,0
S290,Female,Humanities,4,34,83,35,62,22,8,High,No,No,Medium,58.5,19.5,C,2
S291,Male,Science,6,91,47,20,22,84,31,Medium,Yes,Yes,High,69.0,14.5,D,1
S292,Male,Science,8,34,59,13,31,59,38,High,Yes,No,Medium,46.5,5.25,F,0
S293,Male,Science,4,39,33,13,95,84,37,Medium,No,Yes,Medium,36.0,-10.75,D,1
S294,Female,Humanities,2,92,61,41,30,96,14,Low,No,Yes,Low,76.5,33.5,C,2
S295,Female,Management,3,54,58,10,35,98,36,High,Yes,No,Medium,56.0,1.25,F,0
S296,Female,Engineering,8,73,21,3,48,90,25,Medium,No,Yes,Low,47.0,-9.0,F,0
S297,Female,Science,1,54,100,46,40,49,30,High,No,No,Medium,77.0,36.0,C,2
S298,Male,Science,4,59,20,29,77,91,29,Low,No,No,High,39.5,9.75,B,3
S299,Male,Science,4,43,51,35,62,86,1,Medium,No,No,High,47.0,19.5,B,3
S300,Female,Management,5,72,83,19,24,98,6,Low,Yes,No,Low,77.5,13.0,D,1
S301,Male,Management,2,57,97,15,71,62,29,Medium,Yes,No,Low,77.0,-2.75,D,1
S302,Male,Humanities,7,48,50,33,32,72,32,High,Yes,Yes,Medium,49.0,25.0,D,1
S303,Male,Management,7,71,77,44,100,97,38,Medium,No,No,High,74.0,19.0,A,4
S304,Female,Engineering,5,49,97,7,31,49,37,High,Yes,No,High,73.0,-0.75,F,0
S305,Female,Humanities,6,40,33,44,100,60,19,Low,Yes,Yes,Low,36.5,19.0,B,3
S306,Male,Humanities,8,83,88,19,20,63,18,Low,Yes,Yes,Medium,85.5,14.0,D,1
S307,Female,Engineering,4,53,35,20,27,56,8,Medium,Yes,Yes,High,44.0,13.25,F,0
S308,Female,Engineering,8,99,88,39,35,25,21,Low,No,Yes,Low,93.5,30.25,C,2
S309,Female,Engineering,8,46,73,29,34,56,31,Medium,Yes,Yes,Medium,59.5,20.5,D,1
S310,Female,Humanities,4,57,32,35,38,20,29,High,No,No,Low,44.5,25.5,D,1
S311,Female,Humanities,5,79,99,4,44,29,5,Medium,No,No,Medium,89.0,-7.0,F,0
S312,Male,Humanities,8,84,98,20,50,45,16,Medium,Yes,No,High,91.0,7.5,C,2
S313,Female,Engineering,4,39,50,37,21,36,36,Medium,No,Yes,Low,44.5,31.75,D,1
S314,Male,Engineering,6,50,88,22,78,83,14,Low,No,Yes,High,69.0,2.5,C,2
S315,Male,Science,8,87,40,18,50,46,6,High,Yes,Yes,Low,63.5,5.5,D,1
S316,Female,Management,3,63,49,9,87,94,13,Medium,Yes,Yes,Low,56.0,-12.75,C,2
S317,Male,Science,1,72,42,26,87,87,19,High,No,Yes,High,57.0,4.25,C,2
S318,Male,Engineering,1,40,57,34,31,37,29,Low,Yes,No,Low,48.5,26.25,D,1
S319,Male,Humanities,1,62,48,12,36,69,17,Medium,No,Yes,Medium,55.0,3.0,F,0
S320,Female,Engineering,3,87,96,8,48,84,21,Medium,Yes,No,Medium,91.5,-4.0,D,1
S321,Female,Management,4,75,51,16,55,39,24,High,No,No,Medium,63.0,2.2499999999999982,D,1
S322,Male,Science,5,90,81,30,99,81,23,High,Yes,Yes,Low,85.5,5.25,B,3
S323,Female,Science,7,91,64,41,82,94,30,High,Yes,Yes,Low,77.5,20.5,A,4
S324,Female,Humanities,2,30,68,43,34,78,17,Medium,No,No,Low,49.0,34.5,C,2
S325,Female,Science,4,50,52,44,49,44,33,Medium,Yes,Yes,High,51.0,31.75,B,3
S326,Female,Science,3,91,23,23,70,84,17,High,Yes,Yes,Low,57.0,5.5,C,2
S327,Male,Engineering,8,93,37,41,30,84,13,High,Yes,No,Low,65.0,33.5,C,2
S328,Male,Science,6,85,89,50,76,86,3,High,Yes,Yes,High,87.0,31.0,A,4
S329,Female,Science,3,30,83,18,32,77,6,Low,Yes,Yes,Low,56.5,10.0,F,0
S330,Female,Science,8,50,47,48,74,59,6,Medium,No,No,High,48.5,29.5,B,3
S331,Male,Humanities,7,51,77,29,82,66,0,High,No,Yes,High,64.0,8.5,C,2
S332,Male,Humanities,1,83,75,4,21,62,39,Low,Yes,Yes,High,79.0,-1.25,F,0
S333,Female,Engineering,4,33,39,7,91,27,23,Medium,No,No,High,36.0,-15.75,F,0
S334,Male,Science,7,94,96,36,75,81,31,Low,Yes,Yes,High,95.0,17.25,B,3
S335,Female,Humanities,1,80,53,46,26,53,9,High,No,No,Medium,66.5,39.5,C,2
S336,Female,Humanities,2,92,29,35,62,27,8,Low,Yes,Yes,Medium,60.5,19.5,C,2
S337,Male,Engineering,8,44,41,24,50,44,38,Low,Yes,Yes,Low,42.5,11.5,D,1
S338,Male,Management,8,65,24,44,80,45,2,High,Yes,Yes,Low,44.5,24.0,C,2
S339,Female,Science,6,58,63,48,41,73,34,High,No,No,Low,60.5,37.75,B,3
S340,Female,Humanities,1,81,28,4,81,60,4,Medium,No,Yes,Low,54.5,-16.25,C,2
S341,Male,Engineering,2,75,62,32,47,99,6,Low,No,Yes,Low,68.5,20.25,B,3
S342,Female,Engineering,8,98,23,21,44,91,11,High,Yes,No,High,60.5,10.0,C,2
S343,Male,Engineering,3,58,61,46,84,82,22,High,Yes,No,Medium,59.5,25.0,A,4
S344,Female,Humanities,1,76,84,41,51,91,24,High,Yes,Yes,Medium,80.0,28.25,B,3
S345,Male,Science,1,54,60,24,67,94,16,Medium,Yes,Yes,Medium,57.0,7.25,C,2
S346,Male,Management,5,45,83,42,99,26,13,Low,No,Yes,High,64.0,17.25,C,2
S347,Male,Science,6,70,74,49,43,88,34,High,Yes,Yes,Medium,72.0,38.25,B,3
S348,Female,Engineering,6,94,37,28,100,69,0,Low,No,No,High,65.5,3.0,A,4
S349,Female,Engineering,7,98,35,44,61,62,21,High,Yes,No,Medium,66.5,28.75,A,4
S350,Male,Management,3,49,65,29,89,36,27,High,No,Yes,High,57.0,6.75,C,2
S351,Female,Science,5,98,55,47,97,40,22,Low,Yes,Yes,Low,76.5,22.75,A,4
S352,Male,Engineering,7,65,85,50,55,25,17,Low,Yes,No,Low,75.0,36.25,B,3
S353,Male,Engineering,2,87,63,29,50,90,36,Medium,Yes,No,High,75.0,16.5,B,3
S354,Female,Science,7,77,24,43,46,94,2,Medium,No,No,High,50.5,31.5,C,2
S355,Female,Engineering,2,31,48,45,85,57,13,Low,Yes,Yes,High,39.5,23.75,C,2
S356,Male,Science,3,58,23,30,64,82,38,High,Yes,Yes,Medium,40.5,14.0,C,2
S357,Female,Engineering,8,45,68,33,63,31,6,Medium,Yes,No,Low,56.5,17.25,C,2
S358,Female,Science,6,64,91,27,76,41,16,Low,Yes,Yes,Medium,77.5,8.0,D,1
S359,Male,Management,8,91,27,9,40,22,5,Medium,Yes,No,Low,59.0,-1.0,F,0
S360,Male,Engineering,2,33,71,3,74,38,18,Low,Yes,Yes,Medium,52.0,-15.5,F,0
S361,Female,Management,3,97,88,32,34,62,14,High,No,No,Medium,92.5,23.5,C,2
S362,Male,Engineering,8,80,40,16,53,86,38,Medium,No,Yes,High,60.0,2.75,C,2
S363,Male,Engineering,7,62,46,10,22,24,4,Medium,No,No,Low,54.0,4.5,F,0
S364,Female,Humanities,2,53,57,6,20,48,14,Medium,Yes,Yes,Medium,55.0,1.0,F,0
S365,Male,Science,4,54,24,16,43,24,25,Medium,Yes,Yes,High,39.0,5.25,F,0
S366,Male,Management,1,57,80,27,62,64,38,Low,No,No,High,68.5,11.5,C,2
S367,Female,Management,7,36,27,16,46,73,12,Low,Yes,No,High,31.5,4.5,D,1
S368,Female,Management,6,65,37,40,28,43,30,Medium,No,Yes,High,51.0,33.0,C,2
S369,Male,Science,8,39,23,9,36,40,12,High,No,Yes,Medium,31.0,0.0,F,0
S370,Male,Humanities,7,65,23,25,58,51,22,Low,No,No,Medium,44.0,10.500000000000002,C,2
S371,Female,Management,4,47,56,5,74,24,39,Low,No,No,Low,51.5,-13.5,F,0
S372,Female,Science,3,35,34,16,87,81,31,High,Yes,Yes,Medium,34.5,-5.75,D,1
S373,Female,Engineering,3,36,57,15,64,37,36,Medium,No,Yes,High,46.5,-1.0,D,1
S374,Female,Management,7,41,46,38,47,54,3,Medium,Yes,Yes,Low,43.5,26.25,C,2
S375,Male,Management,4,70,67,50,75,99,16,Low,No,No,Low,68.5,31.25,A,4
S376,Female,Humanities,8,92,65,25,48,24,19,High,No,Yes,Medium,78.5,13.0,D,1
S377,Female,Management,7,54,65,3,48,28,10,High,Yes,No,Low,59.5,-9.0,F,0
S378,Male,Management,1,82,67,19,88,23,32,Low,Yes,Yes,Medium,74.5,-3.0,C,2
S379,Female,Engineering,1,62,78,48,30,52,38,Medium,Yes,Yes,High,70.0,40.5,C,2
S380,Male,Science,5,35,23,40,21,41,5,Medium,Yes,No,High,29.0,34.75,D,1
S381,Female,Science,2,91,94,10,87,78,38,High,No,No,Medium,92.5,-11.75,C,2
S382,Female,Humanities,5,95,38,22,29,30,37,High,Yes,No,High,66.5,14.75,D,1
S383,Female,Engineering,8,38,76,32,91,88,17,High,Yes,No,Medium,57.0,9.25,B,3
S384,Male,Science,1,96,38,30,46,29,1,High,Yes,No,Medium,67.0,18.5,C,2
S385,Male,Engineering,4,45,61,6,54,22,40,High,No,Yes,High,53.0,-7.5,F,0
S386,Female,Science,2,84,24,21,100,34,37,High,Yes,Yes,High,54.0,-4.0,B,3
S387,Male,Engineering,8,69,67,4,69,56,16,High,No,No,Low,68.0,-13.25,F,0
S388,Male,Humanities,4,55,44,36,93,59,23,High,Yes,Yes,High,49.5,12.75,B,3
S389,Male,Management,8,67,86,0,21,36,29,High,Yes,No,High,76.5,-5.25,F,0
S390,Male,Humanities,5,64,45,5,36,39,23,Low,Yes,No,Medium,54.5,-4.0,F,0
S391,Male,Science,3,97,93,44,99,23,3,Medium,No,No,Medium,95.0,19.25,A,4
S392,Male,Humanities,4,88,81,46,43,53,6,Low,No,No,High,84.5,35.25,C,2
S393,Female,Management,5,43,26,3,76,53,14,Low,Yes,Yes,Low,34.5,-16.0,F,0
S394,Female,Humanities,5,76,63,29,90,86,29,High,Yes,No,Medium,69.5,6.5,A,4
S395,Male,Science,5,100,46,29,35,47,28,High,Yes,No,Medium,73.0,20.25,C,2
S396,Female,Science,3,71,61,16,55,98,12,High,No,No,High,66.0,2.2499999999999982,D,1
S397,Female,Humanities,3,80,92,23,64,55,39,Low,No,Yes,High,86.0,7.0,C,2
S398,Female,Management,7,48,75,30,29,54,38,High,Yes,Yes,High,61.5,22.75,D,1
S399,Female,Humanities,3,95,22,27,82,60,28,High,No,Yes,High,58.5,6.5,C,2
S400,Male,Management,2,76,32,44,62,78,25,Medium,Yes,No,High,54.0,28.5,A,4
S401,Female,Engineering,3,94,89,42,70,93,35,High,No,No,Low,91.5,24.5,A,4
S402,Female,Management,3,71,78,3,98,36,34,Medium,No,Yes,Medium,74.5,-21.5,D,1
S403,Male,Engineering,3,67,57,38,22,49,18,Low,No,No,Low,62.0,32.5,D,1
S404,Male,Humanities,8,42,87,18,85,73,1,Medium,No,Yes,Low,64.5,-3.25,C,2
S405,Female,Management,4,73,88,23,54,71,13,High,No,No,High,80.5,9.5,C,2
S406,Female,Engineering,3,53,20,6,88,91,15,High,Yes,Yes,Medium,36.5,-16.0,D,1
S407,Female,Engineering,2,59,69,45,98,42,35,Medium,Yes,No,High,64.0,20.5,B,3
S408,Female,Engineering,8,99,100,47,55,38,39,Medium,No,Yes,Low,99.5,33.25,B,3
S409,Female,Science,5,67,92,8,68,56,40,High,No,Yes,Medium,79.5,-9.0,D,1
S410,Female,Humanities,4,52,28,21,20,78,30,Medium,Yes,No,Medium,40.0,16.0,D,1
S411,Male,Engineering,1,86,72,1,95,55,34,Medium,Yes,Yes,High,79.0,-22.75,D,1
S412,Female,Management,8,52,29,26,61,87,21,High,No,No,Low,40.5,10.75,D,1
S413,Female,Engineering,3,65,100,15,60,45,20,Low,No,Yes,High,82.5,0.0,C,2
S414,Male,Science,8,86,96,4,92,46,27,Low,No,No,Medium,91.0,-19.0,D,1
S415,Male,Humanities,7,30,48,11,76,96,16,High,Yes,Yes,High,39.0,-8.0,D,1
S416,Male,Science,7,32,55,25,39,81,17,Medium,Yes,No,Medium,43.5,15.25,D,1
S417,Male,Science,8,43,46,14,33,81,31,Low,No,Yes,High,44.5,5.75,F,0
S418,Female,Science,5,63,37,2,71,71,22,Medium,No,Yes,Low,50.0,-15.75,D,1
S419,Female,Management,5,99,37,8,73,63,5,High,No,Yes,Low,68.0,-10.25,C,2
S420,Female,Humanities,4,98,28,27,68,52,28,Medium,No,Yes,High,63.0,10.0,C,2
S421,Female,Humanities,7,80,86,38,49,82,5,Low,No,No,Low,83.0,25.75,C,2
S422,Female,Management,1,58,26,35,22,91,32,Medium,No,No,High,42.0,29.5,C,2
S423,Female,Humanities,6,77,77,24,31,99,31,Low,No,Yes,Medium,77.0,16.25,C,2
S424,Male,Science,7,45,98,40,50,88,16,Medium,Yes,Yes,Low,71.5,27.5,B,3
S425,Female,Humanities,8,86,49,27,56,53,3,Low,Yes,Yes,Low,67.5,12.999999999999998,C,2
S426,Male,Management,7,39,92,46,46,46,30,Medium,No,Yes,Low,65.5,34.5,B,3
S427,Male,Science,2,48,80,20,43,55,21,Low,No,No,Medium,64.0,9.25,D,1
S428,Female,Management,6,96,36,28,60,23,26,Low,No,No,Low,66.0,13.0,D,1
S429,Male,Engineering,5,65,72,24,83,72,20,High,Yes,No,Low,68.5,3.25,C,2
S430,Female,Science,6,33,25,29,30,90,19,Medium,No,Yes,High,29.0,21.5,D,1
S431,Male,Science,7,62,58,38,92,56,33,Low,Yes,No,High,60.0,15.0,B,3
S432,Female,Humanities,5,57,44,10,35,98,22,Medium,No,Yes,Medium,50.5,1.25,D,1
S433,Male,Science,6,38,61,18,33,69,15,Medium,Yes,No,Medium,49.5,9.75,D,1
S434,Female,Management,5,35,61,10,66,89,5,High,No,No,High,48.0,-6.5,D,1
S435,Female,Humanities,5,78,78,24,49,45,15,Low,Yes,Yes,Low,78.0,11.75,D,1
S436,Female,Engineering,4,51,57,0,43,44,6,Low,No,No,High,54.0,-10.75,F,0
S437,Female,Management,1,77,50,31,32,52,13,Medium,Yes,No,High,63.5,23.0,D,1
S438,Female,Engineering,5,50,48,20,28,86,2,High,Yes,No,Medium,49.0,13.0,D,1
S439,Male,Engineering,2,62,28,44,68,92,32,Low,No,No,Medium,45.0,27.0,A,4
S440,Male,Engineering,7,85,20,12,45,56,35,Low,No,Yes,Low,52.5,0.75,D,1
S441,Male,Science,7,58,99,33,68,57,38,Medium,No,No,High,78.5,16.0,C,2
S442,Female,Management,2,82,91,16,61,46,28,Low,Yes,No,Low,86.5,0.75,D,1
S443,Male,Management,3,69,66,50,64,32,38,Medium,Yes,Yes,Medium,67.5,34.0,A,4
S444,Female,Science,5,47,95,46,96,42,3,Low,Yes,No,Medium,71.0,22.0,A,4
S445,Female,Humanities,8,76,29,18,40,86,38,Low,No,No,Medium,52.5,8.0,D,1
S446,Male,Engineering,5,42,35,9,48,74,39,High,No,Yes,Low,38.5,-3.0,F,0
S447,Male,Management,5,56,66,41,43,56,40,Low,Yes,No,Low,61.0,30.25,C,2
S448,Female,Science,8,91,62,8,96,31,21,Low,Yes,No,High,76.5,-16.0,D,1
S449,Male,Engineering,6,74,43,50,61,73,14,High,No,No,Medium,58.5,34.75,A,4
S450,Female,Humanities,5,32,27,10,90,39,3,Low,Yes,No,High,29.5,-12.5,D,1
S451,Female,Humanities,5,51,94,37,60,37,17,Medium,No,No,Medium,72.5,22.0,C,2
S452,Female,Engineering,2,56,45,30,67,26,22,Medium,Yes,No,High,50.5,13.25,C,2
S453,Female,Humanities,1,84,26,1,98,95,37,High,Yes,Yes,Medium,55.0,-23.5,C,2
S454,Female,Management,1,96,98,23,96,21,3,Low,No,No,High,97.0,-1.0,C,2
S455,Male,Management,3,62,34,41,62,73,3,High,No,Yes,Low,48.0,25.5,B,3
S456,Male,Management,2,31,67,46,27,27,17,High,Yes,No,Low,49.0,39.25,C,2
S457,Female,Humanities,5,75,22,4,82,52,0,Low,Yes,No,High,48.5,-16.5,D,1
S458,Female,Management,1,62,35,49,82,65,31,Low,Yes,Yes,Medium,48.5,28.5,A,4
S459,Male,Science,4,87,98,29,25,61,20,Low,Yes,Yes,Low,92.5,22.75,D,1
S460,Male,Management,4,36,33,38,93,82,37,High,Yes,No,High,34.5,14.75,B,3
S461,Female,Management,4,44,94,34,71,96,25,High,No,Yes,Low,69.0,16.25,C,2
S462,Male,Humanities,5,55,22,47,40,52,40,High,Yes,Yes,High,38.5,37.0,D,1
S463,Female,Management,5,40,92,16,33,88,20,Low,Yes,Yes,High,66.0,7.75,F,0
S464,Male,Engineering,8,67,89,30,77,89,28,High,Yes,No,Low,78.0,10.75,B,3
S465,Female,Science,3,56,50,1,44,23,40,High,No,Yes,Low,53.0,-10.0,F,0
S466,Male,Humanities,7,36,99,15,75,77,31,Low,Yes,Yes,High,67.5,-3.75,D,1
S467,Female,Science,3,30,94,20,28,48,3,Low,No,No,High,62.0,13.0,F,0
S468,Male,Engineering,3,50,36,29,55,40,12,High,Yes,No,High,43.0,15.249999999999998,D,1
S469,Male,Humanities,6,59,68,0,76,45,34,Medium,No,Yes,High,63.5,-19.0,D,1
S470,Female,Humanities,4,37,22,13,98,60,26,High,No,Yes,High,29.5,-11.5,D,1
S471,Male,Management,5,32,74,15,24,97,0,Medium,No,Yes,Low,53.0,9.0,F,0
S472,Female,Science,4,84,91,8,100,53,38,High,Yes,No,Medium,87.5,-17.0,D,1
S473,Male,Engineering,3,44,59,48,26,63,13,Medium,No,Yes,High,51.5,41.5,C,2
S474,Female,Engineering,5,65,85,7,25,20,36,Low,No,Yes,Medium,75.0,0.75,F,0
S475,Male,Humanities,2,35,59,8,98,51,29,Low,No,Yes,Medium,47.0,-16.5,C,2
S476,Female,Management,8,71,49,33,71,51,13,High,Yes,No,Medium,60.0,15.25,C,2
S477,Male,Humanities,1,79,44,44,93,70,10,Low,No,Yes,High,61.5,20.75,A,4
S478,Female,Humanities,1,47,26,32,89,43,30,High,Yes,Yes,Low,36.5,9.75,B,3
S479,Male,Humanities,3,79,69,21,74,63,27,High,Yes,No,Medium,74.0,2.5,C,2
S480,Female,Humanities,7,59,100,29,96,95,26,Low,No,No,High,79.5,5.0,C,2
S481,Female,Engineering,4,68,20,6,33,56,2,Medium,Yes,No,Low,44.0,-2.25,F,0
S482,Female,Engineering,2,41,63,17,20,85,5,High,No,Yes,Low,52.0,12.0,F,0
S483,Male,Humanities,5,88,68,20,92,33,38,Medium,No,Yes,Medium,78.0,-3.0,B,3
S484,Female,Humanities,7,73,26,4,56,36,18,Medium,Yes,No,Medium,49.5,-10.000000000000002,D,1
S485,Male,Management,4,33,22,6,68,34,40,Low,Yes,Yes,Medium,27.5,-11.0,F,0
S486,Female,Humanities,3,65,20,11,31,80,33,High,Yes,No,Low,42.5,3.25,F,0
S487,Male,Engineering,4,77,70,16,24,68,27,Low,Yes,Yes,Low,73.5,10.0,F,0
S488,Female,Science,3,43,57,23,89,27,11,High,Yes,Yes,Low,50.0,0.75,D,1
S489,Male,Engineering,6,78,62,36,30,22,38,Medium,Yes,No,Medium,70.0,28.5,C,2
S490,Male,Management,1,96,74,43,72,94,9,High,No,No,Medium,85.0,25.0,A,4
S491,Female,Engineering,7,38,76,18,74,46,24,Medium,Yes,No,High,57.0,-0.5,D,1
S492,Male,Science,1,50,72,44,93,28,22,Low,Yes,Yes,High,61.0,20.75,C,2
S493,Male,Humanities,4,45,52,15,98,34,25,Low,Yes,Yes,Medium,48.5,-9.5,C,2
S494,Female,Science,2,45,99,24,69,51,18,Low,No,Yes,Low,72.0,6.75,D,1
S495,Male,Humanities,5,57,81,26,72,30,37,High,No,Yes,Low,69.0,8.0,D,1
S496,Male,Humanities,3,80,30,50,74,22,19,High,Yes,No,Medium,55.0,31.5,B,3
S497,Male,Engineering,5,85,91,41,22,45,17,Low,Yes,Yes,High,88.0,35.5,C,2
S498,Female,Engineering,1,86,71,43,35,26,10,High,No,Yes,Medium,78.5,34.25,C,2
S499,Male,Engineering,8,81,20,6,64,74,24,High,No,No,Medium,50.5,-10.0,D,1
S500,Female,Management,2,75,33,45,100,58,0,High,No,Yes,Low,54.0,20.0,A,4
S501,Male,Engineering,2,67,40,41,55,23,31,Medium,No,Yes,Medium,53.5,27.25,C,2
S502,Male,Management,5,77,53,7,38,49,32,High,No,Yes,Medium,65.0,-2.5,F,0
S503,Male,Engineering,1,70,33,14,23,57,6,Low,No,No,Low,51.5,8.25,F,0
S504,Female,Humanities,8,88,59,15,78,70,30,Low,No,Yes,Low,73.5,-4.5,C,2
S505,Male,Management,5,96,54,7,31,97,25,High,No,Yes,Low,75.0,-0.75,D,1
S506,Male,Science,4,95,61,35,82,55,6,Medium,No,Yes,Low,78.0,14.5,B,3
S507,Female,Management,2,56,39,31,75,79,35,Medium,No,No,High,47.5,12.25,C,2
S508,Male,Management,2,61,79,16,46,70,23,Medium,Yes,Yes,High,70.0,4.5,F,0
S509,Female,Science,4,85,28,35,87,95,4,Low,No,Yes,Medium,56.5,13.25,B,3
S510,Female,Management,1,39,52,21,43,68,21,Low,No,No,Low,45.5,10.25,D,1
S511,Male,Humanities,2,69,68,31,100,34,35,High,Yes,No,Low,68.5,6.0,B,3
S512,Female,Engineering,7,46,87,10,45,92,2,High,Yes,Yes,Low,66.5,-1.25,F,0
S513,Male,Science,8,87,23,44,41,47,36,High,Yes,Yes,High,55.0,33.75,C,2
S514,Female,Engineering,6,35,67,5,89,44,37,Medium,Yes,Yes,Medium,51.0,-17.25,D,1
S515,Female,Humanities,6,68,35,21,38,99,5,High,No,No,Medium,51.5,11.5,C,2
S516,Male,Science,6,47,66,13,53,55,24,High,No,No,Medium,56.5,-0.25,D,1
S517,Female,Engineering,3,71,45,27,30,23,22,High,Yes,No,Low,58.0,19.5,C,2
S518,Female,Engineering,7,33,89,38,64,40,11,High,No,Yes,High,61.0,22.0,C,2
S519,Female,Humanities,3,49,56,11,56,84,27,High,Yes,No,Low,52.5,-3.0000000000000018,F,0
S520,Female,Engineering,1,57,41,26,42,88,39,Low,Yes,No,Low,49.0,15.5,C,2
S521,Female,Humanities,4,69,26,0,59,29,31,Low,No,No,High,47.5,-14.75,F,0
S522,Male,Management,5,94,61,9,62,69,24,Medium,No,Yes,Medium,77.5,-6.5,D,1
S523,Female,Humanities,7,73,49,32,23,29,33,Medium,Yes,No,High,61.0,26.25,D,1
S524,Male,Management,8,52,93,15,34,35,29,Medium,No,Yes,Low,72.5,6.5,F,0
S525,Female,Science,1,86,98,38,42,57,36,Low,No,No,Low,92.0,27.5,D,1
S526,Male,Engineering,5,76,25,5,31,86,17,Low,No,No,High,50.5,-2.75,D,1
S527,Male,Humanities,1,42,43,24,87,39,34,High,Yes,Yes,High,42.5,2.25,C,2
S528,Female,Humanities,3,45,85,49,87,88,36,Medium,No,Yes,High,65.0,27.25,A,4
S529,Female,Engineering,6,84,59,19,71,89,40,High,Yes,Yes,Medium,71.5,1.25,C,2
S530,Female,Engineering,4,94,34,35,60,44,5,Low,No,Yes,Medium,64.0,20.0,C,2
S531,Male,Science,3,45,72,22,97,73,18,High,No,No,High,58.5,-2.25,C,2
S532,Female,Science,4,66,24,15,78,31,21,High,Yes,Yes,High,45.0,-4.5,D,1
S533,Male,Humanities,7,81,55,0,77,84,31,High,Yes,No,Low,68.0,-19.25,D,1
S534,Male,Science,5,39,93,29,78,73,26,High,Yes,Yes,High,66.0,9.5,C,2
S535,Male,Management,1,67,65,26,91,86,15,Low,Yes,Yes,Medium,66.0,3.25,C,2
S536,Female,Science,2,73,42,1,42,40,25,Low,No,No,High,57.5,-9.5,F,0
S537,Female,Science,2,83,64,47,20,24,38,Low,No,Yes,High,73.5,42.0,C,2
S538,Male,Humanities,4,80,29,20,75,77,3,Low,No,Yes,High,54.5,1.25,C,2
S539,Male,Management,6,81,73,8,94,98,15,Medium,Yes,Yes,Low,77.0,-15.5,C,2
S540,Female,Science,6,99,89,46,23,23,18,Medium,No,No,Medium,94.0,40.25,B,3
S541,Male,Management,4,88,96,23,48,38,27,High,No,No,High,92.0,11.0,C,2
S542,Female,Management,3,42,51,47,36,100,16,High,No,No,Low,46.5,38.0,B,3
S543,Male,Management,2,70,62,40,68,74,1,High,Yes,No,High,66.0,23.0,B,3
S544,Female,Engineering,3,41,34,38,70,80,1,High,Yes,No,Medium,37.5,20.5,B,3
S545,Male,Engineering,5,79,85,41,68,91,23,Medium,Yes,Yes,Low,82.0,24.0,B,3
S546,Female,Engineering,2,86,34,6,43,43,26,Low,Yes,Yes,Low,60.0,-4.75,F,0
S547,Male,Engineering,5,79,100,29,63,87,3,High,No,Yes,Low,89.5,13.25,C,2
S548,Female,Humanities,1,86,39,44,60,38,35,Medium,Yes,Yes,Medium,62.5,29.0,B,3
S549,Female,Science,3,83,69,1,76,43,19,Medium,No,Yes,High,76.0,-18.0,D,1
S550,Male,Engineering,4,95,25,11,75,73,11,High,Yes,No,Low,60.0,-7.75,D,1
S551,Male,Humanities,2,37,98,12,51,40,27,High,No,Yes,Medium,67.5,-0.75,F,0
S552,Female,Science,3,92,36,2,50,100,28,Medium,Yes,No,Low,64.0,-10.5,D,1
S553,Male,Engineering,4,38,45,42,35,91,32,Medium,Yes,No,Low,41.5,33.25,C,2
S554,Female,Science,1,89,41,39,51,38,17,High,No,Yes,Low,65.0,26.25,B,3
S555,Male,Engineering,2,92,92,42,61,94,11,Low,Yes,No,Medium,92.0,26.75,A,4
S556,Female,Humanities,5,32,83,17,53,72,9,Low,Yes,Yes,Medium,57.5,3.75,D,1
S557,Female,Management,1,42,95,38,56,69,23,High,No,No,High,68.5,24.0,C,2
S558,Female,Management,6,38,77,43,35,42,16,High,Yes,Yes,Low,57.5,34.25,C,2
S559,Female,Science,4,81,56,5,32,56,31,Low,Yes,Yes,High,68.5,-3.0,D,1
S560,Female,Humanities,8,91,97,41,85,47,24,Medium,No,No,High,94.0,19.75,B,3
S561,Female,Management,2,37,91,26,52,95,6,High,Yes,Yes,Low,64.0,13.0,D,1
S562,Male,Engineering,2,74,47,14,54,99,19,High,No,Yes,Low,60.5,0.5,C,2
S563,Male,Management,7,82,68,14,56,99,28,Low,Yes,No,High,75.0,-1.7763568394002505e-15,D,1
S564,Male,Science,7,92,92,18,95,97,18,High,Yes,Yes,Low,92.0,-5.75,B,3
S565,Female,Science,1,86,86,37,59,90,10,Medium,Yes,Yes,Low,86.0,22.25,C,2
S566,Female,Humanities,2,83,95,50,27,40,32,Medium,No,No,High,89.0,43.25,B,3
S567,Female,Science,4,48,86,46,73,40,14,High,Yes,Yes,Low,67.0,27.75,B,3
S568,Female,Management,1,96,60,19,26,60,30,Medium,No,Yes,Low,78.0,12.5,D,1
S569,Male,Management,5,75,65,19,21,54,12,Medium,No,Yes,Medium,70.0,13.75,D,1
